currency_pair,optimization_target,position_size,atr_period,high_period,lower_band_multiplier,upper_band_multiplier,long_size,short_size,avg_train_metric,avg_test_metric,final_test_annualized_return,final_test_max_drawdown,final_test_sharpe_ratio,final_test_sortino_ratio,final_test_end_equity
/home/njacimov/Algo_Trading/data/2y_1h_OHLC_FOREX/DKK_USD_hourly_data_yahoo,return,0.9000000000000001,3,13,2.75,2.75,0.8,0.8,4.417186193343484,4.417186193343484,-0.2711519774182919,-0.9754387617620198,-5.595172428215316,-3.4726333289332714,2456.661071455783
