currency_pair,optimization_target,position_size,atr_period,high_period,lower_band_multiplier,upper_band_multiplier,long_size,short_size,avg_train_metric,avg_test_metric,final_test_annualized_return,final_test_max_drawdown,final_test_sharpe_ratio,final_test_sortino_ratio,final_test_end_equity
/home/njacimov/Algo_Trading/data/2y_1h_OHLC_FOREX/CAD_USD_hourly_data_yahoo,return,0.9000000000000001,8,10,2.25,2.5,0.8,0.5,2.156040964384119,2.156040964384119,-0.11698910926936623,-0.7703704252238167,-4.206756468271614,-2.078835756888126,22974.265641142003
