currency_pair,optimization_target,position_size,atr_period,high_period,lower_band_multiplier,upper_band_multiplier,long_size,short_size,avg_train_metric,avg_test_metric,final_test_annualized_return,final_test_max_drawdown,final_test_sharpe_ratio,final_test_sortino_ratio,final_test_end_equity
/Users/niccolo/Desktop/Quant Finance/Code/Returns_and_Backtest/FOREX/Algo_Trading/data/2y_1h_OHLC_FOREX/CHF_USD_hourly_data_yahoo,sharpe,0.6,9,9,1.5,1.5,0.6000000000000001,0.6000000000000001,-3.391247641803365,-3.391247641803365,-0.22165758195508256,-0.947213561495186,-7.525560068793405,-6.01936693209265,5278.99563614119
