optimization_target,mean_position_size,mean_atr_period,mean_high_period,mean_lower_band_multiplier,mean_upper_band_multiplier,mean_long_size,mean_short_size,mean_avg_train_metric,mean_avg_test_metric,mean_final_test_annualized_return,mean_final_test_max_drawdown,mean_final_test_sharpe_ratio,mean_final_test_sortino_ratio,mean_final_test_end_equity,std_position_size,std_atr_period,std_high_period,std_lower_band_multiplier,std_upper_band_multiplier,std_long_size,std_short_size,std_avg_train_metric,std_avg_test_metric,std_final_test_annualized_return,std_final_test_max_drawdown,std_final_test_sharpe_ratio,std_final_test_sortino_ratio,std_final_test_end_equity,lowest_feasible_return,currency_pair
sharpe,0.9000000000000002,8.666666666666666,10.666666666666666,1.6666666666666667,1.775,0.8000000000000003,0.8000000000000003,-3.5057072863800443,-3.5057072863800443,-0.3340613003582567,-0.9698217447675621,-6.204403007785445,-4.635761709538736,3018.3532607450684,1.1491900087240784e-16,3.866830866792722,3.28778402720188,0.37101052481541485,0.3510189250087319,1.1491900087240784e-16,1.1491900087240784e-16,7.438225463654303,7.438225463654303,0.07291805276872092,0.04838011122210451,0.7358078561045709,0.9125930489169962,4838.276361490357,-0.5528154586644194,/home/njacimov/Algo_Trading/data/2y_1h_OHLC_FOREX/AED_USD_hourly_data_yahoo
return,0.8466666666666669,5.933333333333334,7.733333333333333,2.25,2.3,0.7200000000000002,0.6600000000000001,9.358414622888136,9.358414622888136,-0.2256127377447454,-0.8467335581631074,-11.496468920911996,-4.238685012897181,15334.94802638407,0.20655911179772896,3.0581662728473336,3.514595418021959,0.3895968612369898,0.48134855206121535,0.21111946516469904,0.22296700588716195,12.343148931859606,12.343148931859606,0.1155405455472942,0.24758026737358302,23.795217474428622,3.1973159362307886,24759.051410664466,-0.572234374386628,/home/njacimov/Algo_Trading/data/2y_1h_OHLC_FOREX/AED_USD_hourly_data_yahoo
