currency_pair,end_equity
/home/njacimov/Algo_Trading/data/2y_1h_OHLC_FOREX/AED_USD_hourly_data_yahoo,99482.8225130415
/home/njacimov/Algo_Trading/data/2y_1h_OHLC_FOREX/EUR_CAD_hourly_data_yahoo,29474.38911314007
/home/njacimov/Algo_Trading/data/2y_1h_OHLC_FOREX/CAD_USD_hourly_data_yahoo,22974.265641142003
/home/njacimov/Algo_Trading/data/2y_1h_OHLC_FOREX/AUD_JPY_hourly_data_yahoo,18941.880771331736
/home/njacimov/Algo_Trading/data/2y_1h_OHLC_FOREX/CZK_USD_hourly_data_yahoo,12307.902693309432
