currency_pair,optimization_target,position_size,atr_period,high_period,lower_band_multiplier,upper_band_multiplier,long_size,short_size,avg_train_metric,avg_test_metric,final_test_annualized_return,final_test_max_drawdown,final_test_sharpe_ratio,final_test_sortino_ratio,final_test_end_equity
/home/njacimov/Algo_Trading/data/2y_1h_OHLC_FOREX/CNY_USD_hourly_data_yahoo,return,0.9000000000000001,3,3,2.625,2.75,0.2,0.8,1.536827281326841,1.536827281326841,-0.24004541979661698,-0.9189712388715316,-5.54308604492295,-3.3596298346836386,8102.876112846837
