optimization_target,mean_position_size,mean_atr_period,mean_high_period,mean_lower_band_multiplier,mean_upper_band_multiplier,mean_long_size,mean_short_size,mean_avg_train_metric,mean_avg_test_metric,mean_final_test_annualized_return,mean_final_test_max_drawdown,mean_final_test_sharpe_ratio,mean_final_test_sortino_ratio,mean_final_test_end_equity,std_position_size,std_atr_period,std_high_period,std_lower_band_multiplier,std_upper_band_multiplier,std_long_size,std_short_size,std_avg_train_metric,std_avg_test_metric,std_final_test_annualized_return,std_final_test_max_drawdown,std_final_test_sharpe_ratio,std_final_test_sortino_ratio,std_final_test_end_equity,lowest_feasible_return,currency_pair
sharpe,0.5999999999999999,6.6,7.5,1.7,1.5,0.6,0.6,-3.898780679408142,-3.898780679408142,-0.19546352986460014,-0.8691203115701069,-6.983015086793836,-5.318460330473162,13090.176848907035,1.1702778228589004e-16,2.3664319132398464,2.5495097567963922,0.42163702135578396,0.0,1.1702778228589004e-16,1.1702778228589004e-16,2.0503675293024095,2.0503675293024095,0.049711382450397704,0.08396412769565993,0.8878304643834419,0.928886775933876,8399.418603575676,-0.34459767721579326,/Users/niccolo/Desktop/Quant Finance/Code/Returns_and_Backtest/FOREX/Algo_Trading/data/2y_1h_OHLC_FOREX/EUR_CAD_hourly_data_yahoo
return,0.5249999999999999,4.5,5.1,2.15,1.95,0.52,0.5,5.590319742537445,5.590319742537445,-0.1176124556947871,-0.648954238671536,-8.538326527840244,-5.78064696363873,35109.32596124271,0.1687371394276382,2.1213203435596424,2.4698178070456938,0.4743416490252569,0.43779751788545657,0.1686548085423136,0.14142135623730953,12.481681373664928,12.481681373664928,0.06837898690592956,0.26704654542895584,6.695242778709098,4.952365480312508,26705.19004788435,-0.32274941641257576,/Users/niccolo/Desktop/Quant Finance/Code/Returns_and_Backtest/FOREX/Algo_Trading/data/2y_1h_OHLC_FOREX/EUR_CAD_hourly_data_yahoo
