currency_pair,optimization_target,position_size,atr_period,high_period,lower_band_multiplier,upper_band_multiplier,long_size,short_size,avg_train_metric,avg_test_metric,final_test_annualized_return,final_test_max_drawdown,final_test_sharpe_ratio,final_test_sortino_ratio,final_test_end_equity
/Users/niccolo/Desktop/Quant Finance/Code/Returns_and_Backtest/FOREX/Algo_Trading/data/2y_1h_OHLC_FOREX/PHP_USD_hourly_data_yahoo,sharpe,0.6,7,11,1.5,1.5,0.8,0.8,-2.8918009940431686,-2.8918009940431686,-0.32551434226447207,-0.9653677014314681,-7.781612526608737,-6.160276516632656,3463.2298568531864
