optimization_target,mean_position_size,mean_atr_period,mean_high_period,mean_lower_band_multiplier,mean_upper_band_multiplier,mean_long_size,mean_short_size,mean_avg_train_metric,mean_avg_test_metric,mean_final_test_annualized_return,mean_final_test_max_drawdown,mean_final_test_sharpe_ratio,mean_final_test_sortino_ratio,mean_final_test_end_equity,std_position_size,std_atr_period,std_high_period,std_lower_band_multiplier,std_upper_band_multiplier,std_long_size,std_short_size,std_avg_train_metric,std_avg_test_metric,std_final_test_annualized_return,std_final_test_max_drawdown,std_final_test_sharpe_ratio,std_final_test_sortino_ratio,std_final_test_end_equity,lowest_feasible_return,currency_pair
sharpe,0.5999999999999999,8.6,9.0,1.8125,1.5625,0.8,0.8,-2.8650153804722853,-2.8650153804722853,-0.2512864043609783,-0.9266219798876205,-6.675835886931415,-5.074386874427888,7339.2993294581365,1.1702778228589004e-16,3.3730961708462717,2.8284271247461903,0.5311478659992485,0.19764235376052372,1.1702778228589004e-16,1.1702778228589004e-16,1.5997322323967933,1.5997322323967933,0.06335980975802445,0.06453911369073771,0.9507214656889921,1.022545416175953,6457.2190520337745,-0.44136583363505166,/Users/niccolo/Desktop/Quant Finance/Code/Returns_and_Backtest/FOREX/Algo_Trading/data/2y_1h_OHLC_FOREX/EUR_CAD_hourly_data_yahoo
return,0.5499999999999999,4.2,5.0,2.1875,2.25,0.65,0.6199999999999999,8.42850949195487,8.42850949195487,-0.14437033084464498,-0.6780370364656398,-8.127481547233739,-5.144592388988941,32201.608049781604,0.15811388300841897,2.6997942308422114,3.39934634239519,0.5472468973568207,0.6454972243679028,0.25495097567963926,0.25298221281347033,19.27004783701975,19.27004783701975,0.09510645843035428,0.3115487874077777,7.395637788244023,4.783719952325095,31160.850364289443,-0.4296897061357079,/Users/niccolo/Desktop/Quant Finance/Code/Returns_and_Backtest/FOREX/Algo_Trading/data/2y_1h_OHLC_FOREX/EUR_CAD_hourly_data_yahoo
