currency_pair,optimization_target,position_size,atr_period,high_period,lower_band_multiplier,upper_band_multiplier,long_size,short_size,avg_train_metric,avg_test_metric,final_test_annualized_return,final_test_max_drawdown,final_test_sharpe_ratio,final_test_sortino_ratio,final_test_end_equity
/Users/niccolo/Desktop/Quant Finance/Code/Returns_and_Backtest/FOREX/Algo_Trading/data/2y_1h_OHLC_FOREX/IDR_USD_hourly_data_yahoo,return,0.35,3,3,2.5,1.5,0.6000000000000001,0.4,0.38078959963165837,0.38078959963165837,-0.0006333980208718115,-0.01122575636046665,-8.212781487216171,-7.5913671143314145,99555.21018890267
