currency_pair,optimization_target,position_size,atr_period,high_period,lower_band_multiplier,upper_band_multiplier,long_size,short_size,avg_train_metric,avg_test_metric,final_test_annualized_return,final_test_max_drawdown,final_test_sharpe_ratio,final_test_sortino_ratio,final_test_end_equity
/Users/niccolo/Desktop/Quant Finance/Code/Returns_and_Backtest/FOREX/Algo_Trading/data/2y_1h_OHLC_FOREX/NZD_USD_hourly_data_yahoo,return,0.6,9,3,1.5,2.0,0.6000000000000001,0.6000000000000001,3.303033059402507,3.303033059402507,-0.0014982351004533268,-0.024966168336204384,-4.350815605094009,-4.961475920522531,98249.00505425758
